관광지명(소재지역),위도,경도,주소
서동요테마파크,36.14429091,126.8238118,충남 부여군 충화면 가화리 281-3
석성향교,36.22794747,126.9903719,충남 부여군 석성면 석성리 648
수북정,36.27566135,126.8907588,충남 부여군 규암면 규암리 147-2
임천향교,36.19220102,126.8923357,충남 부여군 임천면 군사리 213
정각사(부여),36.25642422,126.9811952,충남 부여군 석성면 정각리 372-1
조왕사(부여),36.27790233,126.9213902,충남 부여군 부여읍 동남리 20-3
창강서원,36.33468653,126.977933,충남 부여군 부여읍 저석리 산 1-1
창렬사,36.24519696,126.7966263,충남 부여군 구룡면 금사리 519
천정대,36.31553389,126.923731,충남 부여군 규암면 호암리 산 5
청일사,36.22767032,126.7632138,충남 부여군 홍산면 교원리 190
칠산서원,36.16585573,126.9129932,충남 부여군 임천면 칠산리 286-3
칠지공원,36.28916736,126.8977485,충남 부여군 규암면 신리 480
홍산객사,36.21586948,126.7566478,충남 부여군 홍산면 북촌리 211-2
홍산향교,36.22848559,126.7616942,충남 부여군 홍산면 교원리 233
가야산(서산),36.7043281,126.6094279,충남 서산시 해미면 산수리 산 25-1
간월암(서산),36.60374123,126.4111447,충남 서산시 부석면 간월도리 16-11
간월호쉼터공원,36.62294129,126.3768973,충남 서산시 부석면 창리 265-1
개심사(서산),36.74666793,126.5903672,충남 서산시 운산면 신창리 1
구도선착장,36.82714868,126.3269526,충남 서산시 팔봉면 호리 621-3
국립용현자연휴양림,36.75044155,126.6095941,충남 서산시 운산면 용현리 89-4
망일사(서산),36.93773195,126.4468089,충남 서산시 대산읍 대산리 132-1
문수사(서산),36.7788422,126.5896046,충남 서산시 운산면 태봉리 40
벌천포해수욕장,36.96742891,126.3365628,충남 서산시 대산읍 오지리
부석사(서산),36.70424041,126.4122076,충남 서산시 부석면 취평리 154-1
삼길포선상어시장(삼길포어시장),37.00249069,126.4530899,충남 서산시 대산읍 화곡리 2-7
삼길포항,37.00354176,126.4527903,충남 서산시 대산읍 화곡리 1891
서광사(서산),36.79177924,126.445393,충남 서산시 읍내동 556
서산객사,36.7829811,126.4504909,충남 서산시 읍내동 268
서산관광농원,36.77000165,126.4901757,충남 서산시 수석동 386-2
서산동부시장,36.78239618,126.4557602,충남 서산시 동문동 900
서산버드랜드,36.6310953,126.3784014,충남 서산시 부석면 창리 5-1
서산보원사지,36.76153416,126.6014115,충남 서산시 운산면 용현리 119-1
서산여미리석불입상,36.82264957,126.5760193,충남 서산시 운산면 여미리 산 17
서산용현리마애여래삼존상,36.7738703,126.605174,충남 서산시 운산면 용현리 산 2-10
서산유기방가옥,36.8246838,126.5733718,충남 서산시 운산면 여미리 203-1
서산해미읍성,36.71265505,126.5482159,충남 서산시 해미면 읍내리 491
서산해미읍성회화나무,36.71212919,126.5483197,충남 서산시 해미면 읍내리 32-2
서산향교,36.79108948,126.4564292,충남 서산시 동문동 580
성암서원,36.7821803,126.4441515,충남 서산시 읍내동 621-2
성암저수지,36.79034077,126.5339527,충남 서산시 음암면 탑곡리 849-2
