설치장소명,종류,경도,위도
양천로 스타벅스 이마트점 횡단보도,그늘막(고정형),126.862274,37.5579538
이마트 가양점 앞 횡단보도,그늘막(고정형),126.862274,37.5579538
가양역 5번출구 앞,그늘막(고정형),126.8559177,37.5614719
가양대교 밑 사거리,그늘막(고정형),126.8592942,37.5632287
마곡수명산파크 2단지 상가건물 앞 광장,그늘막(고정형),126.8274407,37.5545038
발산역 7번 출구 방향 교통섬,그늘막(고정형),126.8381269,37.5582028
마곡역 교차로 6번 출구 지접,그늘막(고정형),126.8247884,37.5612819
수명산작은도서관 방향 횡단보도,그늘막(고정형),126.8257765,37.5525843
마곡동로사거리 리더스타워 앞 교통섬,그늘막(고정형),126.8327075,37.5586285
마곡동로사거리 열린M타워 앞 교통섬,그늘막(고정형),126.8336917,37.5585421
마곡수명산파크3단지 앞,그늘막(고정형),126.8256128,37.5527164
마곡사이언스타워2 건너편(공항대로 방향),그늘막(고정형),126.8274285,37.5591343
랄라블라 앞 (우장산역사거리3번출구방향),그늘막(고정형),126.8360308,37.548152
상가동 401동앞 코너,그늘막(스마트형),126.8233513,37.5512345
엠밸리14단지 1408동 앞 횡단보도,그늘막(스마트형),126.8298909,37.5706297
마곡역 4번 출구앞 교통섬,그늘막(스마트형),126.8270637,37.5594786
마곡동 728-159 횡단보도,그늘막(고정형),126.8298909,37.5706297
마곡동 728-204 횡단보도,그늘막(고정형),126.8298909,37.5706297
발산역5~6번 출구사이 교통섬,그늘막(고정형),126.8407711,37.5420357
화곡역1~2번 출구사이 교통섬,그늘막(고정형),126.8368101,37.5471979
강서로248(강서힐스테이트 상가) 보도,그늘막(고정형),126.8384329,37.5582368
한국가스공사(서울지역본부 앞),그늘막(고정형),126.8445845,37.5575653
우장산역 교차로 하나은행 앞,그늘막(스마트형),126.8368141,37.5483859
강서농협 앞 횡단보도,그늘막(고정형),126.8366082,37.5524957
1312동,그늘막(고정형),126.818376,37.5577683
송정역 1번출구(파리바게트건너편),그늘막(고정형),126.8110415,37.5623851
마곡엠밸리11단지 앞 공항대로 교통섬,그늘막(고정형),126.8211025,37.5593481
마곡엠밸리 10단지 앞(10-13단지 사거리),그늘막(고정형),126.8193505,37.5595407
삼성디지털프라자 앞,그늘막(고정형),126.8157267,37.5611822
강서세무서 앞,그늘막(고정형),126.8215381,37.5621074
,그늘막(스마트형),126.8298909,37.5706297
,그늘막(고정형),126.8298909,37.5706297
마곡역 2번 출구 교통섬,그늘막(스마트형),126.8298909,37.5706297
9단지 방향 교통섬,그늘막(고정형),126.8298909,37.5706297
출입국외국인사무소 횡단보도,그늘막(고정형),126.8298909,37.5706297
마곡엠밸리 10단지 방향 교통섬,그늘막(고정형),126.8298909,37.5706297
횡단보도,그늘막(고정형),126.8298909,37.5706297
신방화역 송화초 맞은편 보도,그늘막(고정형),126.8155317,37.5661499
신방화역 엠밸리3단지 앞,그늘막(고정형),126.820128,37.5681449
신방화역 엠밸리3단지 맞은 편,그늘막(고정형),126.820128,37.5681449
마곡7단지~마곡나루역 사거리(탑플랜치과의원),그늘막(고정형),126.8234577,37.5653878
마곡엠밸리 1단지 방향 사거리,그늘막(고정형),126.8186139,37.568263
마곡엠밸리 1단지 앞 사거리(T WORLD),그늘막(고정형),126.8185752,37.5671206
방화사거리,그늘막(고정형),126.8111174,37.573438
신방화역 3~4번 출구 사이,그늘막(고정형),126.8207645,37.5672549
신방화사거리 코리아모터스 앞,그늘막(고정형),126.8176541,37.5721408
마곡나루역 2번출구(6번출구방향),그늘막(고정형),126.8263231,37.5668379
공항초등학교 앞,그늘막(고정형),126.8216307,37.5630186
신방화사거리 아이존안경 앞,그늘막(고정형),126.8163497,37.5735394
802동,그늘막(고정형),126.8197177,37.5635954
횡단보도,그늘막(고정형),126.8159947,37.567813
횡단보도,그늘막(고정형),126.8158125,37.5672019
꿈자람어린이공원 앞 횡단보도,그늘막(고정형),126.8298909,37.5706297
마곡엠밸리5단지 횡단보도,그늘막(고정형),126.8298909,37.5706297
김포공항 롯데몰 앞 보도,그늘막(고정형),126.8120001,37.5741645
개화동로 31길 6앞 교통섬,그늘막(고정형),126.8077102,37.562055
개화역~개화 검문소 횡단보도,그늘막(고정형),126.7997587,37.5786717
신방화사거리(장미아파트 앞)교통섬,그늘막(고정형),126.8178353,37.5733681
방화3동 주민센터 건너편 에어뷰 부동산 앞,그늘막(고정형),126.8127968,37.5783042
방화5단지 교차로 올리브영 앞(강서농협사거리),그늘막(고정형),126.8118661,37.5760531
강서공고앞 교차로,그늘막(고정형),126.8158285,37.5755717
,그늘막(고정형),126.8174043,37.5764429
,그늘막(고정형),126.813033,37.5764988
201동(2차 푸르지오 앞 횡단보도),그늘막(고정형),126.889453,37.5104941
신도림역 삼거리(신도림역앞) 횡단보도,그늘막(스마트형),126.890561,37.5101019
A동(101동) 신도림역 홈플러스앞 횡단보도,그늘막(고정형),126.8877437,37.5094204
A동(101동) 신도림역 홈플러스앞 횡단보도,그늘막(고정형),126.8877437,37.5094204
아파트동 신도림역 현대백화점앞 횡단보도,그늘막(고정형),126.8888977,37.5085845
경인로상 거리공원입구 교통섬(동신한의원앞),그늘막(고정형),126.8822494,37.5099675
경인로상 거리공원입구 교통섬(신도림포차앞→오피스텔 신축중),그늘막(고정형),126.8848777,37.5069823
금강리빙스텔앞 삼거리 교통섬(안경박사앞),그늘막(고정형),126.8771417,37.5061758
금강리빙스텔앞 삼거리 교통섬(파리바게트앞),그늘막(고정형),126.877269,37.5055898
거리공원 입구 교차로 교통섬(라마다호텔 앞),그늘막(고정형),126.8853304,37.5063076
102동(SK뷰 앞 교통섬),그늘막(고정형),126.8864977,37.5070047
서울성락교회(신도림동 주민센터 맞은편),그늘막(고정형),126.8808899,37.5078247
월드메르디앙 아파트 앞,그늘막(고정형),126.8820904,37.5096211
우성아파트 교통섬,그늘막(고정형),126.888992,37.5110081
신한은행 앞 횡단보도,그늘막(고정형),126.8877437,37.5094204
제방,그늘막(고정형),126.8904464,37.5109071
경인로53길 횡단보도 앞(오금교 방향),그늘막(고정형),126.8754616,37.5076616
횡단보도 앞,그늘막(고정형),126.8872425,37.5096222
한일유엔아이앞 사거리 횡단보도(어린이집쪽),그늘막(고정형),126.8773252,37.4863675
구일로8길 56 구일프라자 앞 교통섬(감초한의원 앞),그늘막(고정형),126.8768068,37.4860086
구청앞 사거리 구청앞 횡단보도,그늘막(고정형),126.8876545,37.4952909
구청앞 사거리 구청앞 교통섬,그늘막(고정형),126.8876545,37.4952909
구로역 북측광장,그늘막(고정형),126.8792562,37.5025293
AK백화점 맞은편(교통섬),그늘막(스마트형),126.8839114,37.4997621
고대 구로병원사거리(함흥냉면앞),그늘막(고정형),126.8792562,37.5025293
고척교 롯데마트앞 교통섬,그늘막(고정형),126.8792562,37.5025293
고척교 초소앞,그늘막(고정형),126.8792562,37.5025293
경인로 482앞(롯데마트) 횡단보도,그늘막(고정형),126.8792562,37.5025293
구로구청 사거리 버거킹앞 앞 교통섬,그늘막(고정형),126.8886743,37.4947957
모아상사 자동차용품점 앞,그늘막(고정형),126.8854832,37.4984798
디지털1단지 교차로,그늘막(고정형),126.8950543,37.4851372
디지털1단지 교차로,그늘막(고정형),126.8958995,37.484694
디지털1단지 교차로 부산은행 앞,그늘막(고정형),126.8954192,37.483678
기업은행 주차장 앞,그늘막(고정형),126.898382,37.483982
디지털단지입구 교차로 sc제일은행 앞,그늘막(고정형),126.9004675,37.4827344
디지털단지입구 교차로 안경박사 앞,그늘막(고정형),126.9009975,37.4829953
에이스테크노8차 앞,그늘막(고정형),126.8955092,37.4857156
지밸리비즈플라자 앞,그늘막(고정형),126.8965401,37.4848943
우리은행 앞,그늘막(고정형),126.8972782,37.4859031
커피숍 앞,그늘막(고정형),126.8961007,37.4864777
남구로역2번출구 앞,그늘막(고정형),126.886732,37.4851619
구로G플러스타워 앞,그늘막(고정형),126.8977557,37.4830683
구로디지털단지 우체국,그늘막(고정형),126.898446,37.4832647
코오롱 싸이언스벨리2차,그늘막(고정형),126.8992595,37.4842965
구청앞 사거리 기업은행 교통섬,그늘막(고정형),126.8894159,37.495146
이화아파트교차로 교통섬 (U+)앞,그늘막(고정형),126.8925151,37.4905654
이화아파트교차로 교통섬 (동아주유소 앞),그늘막(고정형),126.89305,37.4907923
구로역 북측광장 횡단보도,그늘막(스마트형),126.8810907,37.5033411
구로역 북측광장 웨딩의 전당앞 교통섬,그늘막(고정형),126.8797822,37.5035756
미래초등학교앞 교차로 교통섬(반석교회앞),그늘막(고정형),126.887111,37.5044917
미래초등학교앞 교차로 교통섬(초원가든앞),그늘막(고정형),126.8875338,37.5036393
거리공원 오거리 현대오일뱅크앞(교통섬),그늘막(고정형),126.8924841,37.4975223
구로역 북측광장 앞 교통섬,그늘막(고정형),126.8810907,37.5033411
미래초등학교 앞 교차로 교통섬(우성아파트),그늘막(고정형),126.8890254,37.5039686
미래초등학교 앞 교차로 교통섬,그늘막(고정형),126.8880056,37.5050456
구로도서관 앞 횡단보도,그늘막(고정형),126.8913656,37.4989273
구청사거리 파리바게트 앞 교통섬,그늘막(고정형),126.8888283,37.4958403
삼성자동차공업사 앞,그늘막(고정형),126.8862861,37.4986123
530102_4_0003,그늘막(고정형),126.8889021,37.5002192
현대파크빌,그늘막(고정형),126.8899344,37.5003677
신도림역 남측 광장 사거리,그늘막(고정형),126.8925304,37.507957
가리봉의원 앞,그늘막(고정형),126.8904133,37.4795661
정성요양병원 앞,그늘막(고정형),126.8938463,37.4789559
구일상가 앞,그늘막(고정형),126.8630485,37.5012112
구일상가 앞,그늘막(고정형),126.8630847,37.5004993
동양공전 앞 횡단보도,그늘막(스마트형),126.8676266,37.5010995
고척스카이돔 앞,그늘막(고정형),126.8676266,37.5010995
고척스카이돔 앞,그늘막(고정형),126.8670599,37.5015215
구로소방서 앞,그늘막(고정형),126.8653167,37.4978337
원메디타운 앞,그늘막(고정형),126.8642182,37.4980711
고척아이파크몰 앞,그늘막(스마트형),126.858851,37.5031884
삼환로즈빌아파트 105동 앞 횡단보도,그늘막(스마트형),126.8601785,37.4969932
부동산 앞,그늘막(고정형),126.8596106,37.5068204
해장국집 앞,그늘막(고정형),126.8598883,37.5062118
개봉사거리 신한은행 앞,그늘막(고정형),126.8561236,37.497634
개봉푸르지오아파트 105동 앞,그늘막(고정형),126.848132,37.5004098
개봉동 한마을아파트 상가 앞,그늘막(고정형),126.8625018,37.4952641
개봉푸르지오 106-103푸른약국 앞,그늘막(고정형),126.848132,37.5004098
경인중 앞 횡단보도,그늘막(고정형),126.8534184,37.4980377
개봉영화아파트 횡단보도,그늘막(고정형),126.8589694,37.4969566
개봉역 남단 교통섬(t월드 건너편),그늘막(고정형),126.8584467,37.4933052
개봉역 남단 교통섬(t월드 건녀편),그늘막(고정형),126.8584467,37.4933052
개봉역 남단 교통섬(CU건너편),그늘막(고정형),126.8585951,37.4938816
개봉역 남단 교통섬(CU건너편),그늘막(고정형),126.8585951,37.4938816
개봉역 남단 교통섬(빠리바게트 건너편),그늘막(고정형),126.8580349,37.4933588
개봉역 남단 교통섬(빠리바게트 건너편),그늘막(고정형),126.8580349,37.4933588
개봉역 남단 교통섬(다이소 건너편),그늘막(고정형),126.8582782,37.4941054
개봉역 남단 교통섬(다이소 건너편),그늘막(고정형),126.8582782,37.4941054
남부순환로 개봉고가옆 교통섬(현대아파트측),그늘막(고정형),126.8564357,37.4933792
남부순환로 개봉고가옆 교통섬(커피콩콩 건너편),그늘막(고정형),126.8565018,37.4941374
남부순환로 개봉고가옆 교통섬(소신교회앞),그늘막(고정형),126.8558981,37.4941589
남부순환로 개봉고가옆 교통섬(추어탕집앞),그늘막(고정형),126.8558228,37.4935395
대원주유소 앞,그늘막(고정형),126.8561585,37.4861643
설악추어탕 앞,그늘막(고정형),126.8567675,37.4863899
옹골찬 찜 앞,그늘막(고정형),126.8559869,37.4881888
신한은행 앞 횡단보도,그늘막(고정형),126.8445469,37.4960798
시티월드 앞,그늘막(고정형),126.8410728,37.4944241
오류우체국 앞,그늘막(고정형),126.8457173,37.4972056
양평해장국 앞,그늘막(고정형),126.8457173,37.4972056
주유소 앞,그늘막(고정형),126.8406992,37.4949526
대화전기 앞,그늘막(고정형),126.8398126,37.4945789
동도센트리움 앞,그늘막(고정형),126.8463496,37.4976919
예성라온팰리스 앞,그늘막(고정형),126.8473731,37.4973702
성공회대입구(유한공고측),그늘막(고정형),126.8248601,37.4890509
천왕역 3번 출구 사이 횡단보도,그늘막(고정형),126.8354086,37.4974209
천왕역 4번 출구 사이 횡단보도,그늘막(고정형),126.8395537,37.4876917
오류동역 남측 2번출구 앞 횡단보도,그늘막(고정형),126.8449766,37.4952645
오리로 1178(창고)앞 교통섬,그늘막(고정형),126.8364977,37.488662
오리로 1187(행복드림 한우)앞 교통섬,그늘막(고정형),126.8354188,37.4886673
오리로 1181(천왕자동차공업사)앞 교통섬,그늘막(고정형),126.8360145,37.488354
천왕중학교 사거리(천왕중학교쪽) 횡단보도,그늘막(고정형),126.8398192,37.4808353
천왕중학교 사거리(천왕초등학교쪽) 횡단보도,그늘막(고정형),126.840961,37.4837982
천왕중학교 사거리(천왕이펜하우스S쪽) 횡단보도,그늘막(고정형),126.8339853,37.4822453
천왕중학교 사거리(천왕이펜하우스301동쪽) 횡단보도,그늘막(고정형),126.8401687,37.4825287
오류동 풍성마트앞(오리로 1172),그늘막(고정형),126.8373975,37.4883036
오류동역 교차로 홈플러스 앞,그늘막(고정형),126.8404424,37.4918532
오류동역 교차로 소공원 앞,그늘막(고정형),126.8409618,37.4924751
롯데리아 앞,그늘막(고정형),126.838542,37.4919936
파리바게트 앞,그늘막(고정형),126.838542,37.4919936
하늘숲초 사거리(하늘숲초등학교 측),그늘막(고정형),126.8412479,37.4838584
천왕연지타워 앞,그늘막(고정형),126.8412479,37.4838584
천왕연지타워 앞 교통섬,그늘막(고정형),126.8412479,37.4838584
하늘숲초 사거리(천왕이펜하우스3단지 측),그늘막(고정형),126.8413337,37.4829541
오류2치안센터 앞,그늘막(고정형),126.8405694,37.4909872
"천왕동, 천왕연지2단지 천왕역방향",그늘막(고정형),126.8460243,37.4819518
"천왕동, 천왕연지2단지 광명방향",그늘막(고정형),126.8460243,37.4819518
"천왕동, 천왕연지2단지 광명방향건너편",그늘막(고정형),126.8461054,37.4816796
"천왕동, 천왕연지2단지 천왕역방향건너편",그늘막(고정형),126.8459186,37.4818032
가든빌라앞,그늘막(고정형),126.83093,37.4915121
동도 골프연습장 앞,그늘막(고정형),126.831371,37.4911693
삼성공인중개사 앞,그늘막(고정형),126.8248601,37.4890509
,그늘막(고정형),126.8408038,37.4922388
하늘숲초등학교 주차장,그늘막(고정형),126.8412479,37.4838584
천왕이펜하우스 506동 앞,그늘막(고정형),126.8396953,37.480659
천왕이펜하우스 701동 앞,그늘막(고정형),126.8396953,37.480659
메가커피 앞,그늘막(고정형),126.8396953,37.480659
롯데슈퍼 앞,그늘막(고정형),126.8396953,37.480659
경인로 11(대일특수강앞 횡단보도),그늘막(고정형),126.8239568,37.4891913
온수역 3번출구앞,그늘막(고정형),126.8214294,37.4913706
동진정육점 앞,그늘막(고정형),126.8254104,37.4909825
신도림역 삼거리 횡단보도,그늘막(고정형),126.8251432,37.4927717
수정아파트 맞은편 교통섬,그늘막(고정형),126.8369806,37.4934631
항동수목원 앞 사거리1,그늘막(고정형),126.8247111,37.481822
항동수목원 앞 사거리2,그늘막(고정형),126.8247111,37.481822
항동수목원 앞 사거리3,그늘막(고정형),126.8247111,37.481822
항동초 옆-3단지,그늘막(고정형),126.8239145,37.4766641
항동초 옆-11단지,그늘막(고정형),126.8239145,37.4766641
우남퍼스트빌,그늘막(고정형),126.818934,37.4764082
유수지 앞,그늘막(고정형),126.8233667,37.4798316
하버라인2단지 측,그늘막(고정형),126.8233667,37.4798316
항동프라자,그늘막(고정형),126.8233667,37.4798316
복합시설용지,그늘막(고정형),126.8233667,37.4798316
항동중앙교회 측,그늘막(고정형),126.8211015,37.4782876
항동중앙교회 건너편,그늘막(고정형),126.8211015,37.4782876
항동생활체육관 교차로,그늘막(고정형),126.8232745,37.4772804
항동생할체육관 건너편,그늘막(고정형),126.8232745,37.4772804
매화마을삼거리,그늘막(고정형),126.822491,37.4764166
황호태권도 앞,그늘막(고정형),126.8247111,37.481822
항동 산53-1,그늘막(고정형),126.8185833,37.4766086
부광로 96-16 지식산업센터 앞,그늘막(고정형),126.8176333,37.4758861
항동초 후문 앞,그늘막(고정형),126.8246818,37.4868758
항동초 후문 건너편,그늘막(고정형),126.8246818,37.4868758
,그늘막(고정형),126.8188335,37.4759636
가산 에스케이 브이원 센터,그늘막(고정형),126.8807007,37.4807298
대륭포스트타워6차 앞,그늘막(고정형),126.8839177,37.4813864
에이스 가산타워 앞,그늘막(고정형),126.880115,37.4760844
가산 에스케이 브이원 센터 앞,그늘막(고정형),126.8807007,37.4807298
디지털단지 오거리,그늘막(고정형),126.889816,37.479101
남성프라자 앞,그늘막(고정형),126.8817691,37.4754751
벽산디지털밸리6차 앞,그늘막(고정형),126.8790437,37.4844344
월드메르디앙2차 앞,그늘막(고정형),126.8787171,37.4787568
신한이노플렉스 앞,그늘막(고정형),126.8816166,37.4787301
byc highcity 앞,그늘막(고정형),126.8823347,37.4770104
롯데캐슬 IT 앞,그늘막(고정형),126.8806076,37.4767866
,그늘막(고정형),126.8848789,37.4817019
,그늘막(고정형),126.8825073,37.4799696
,그늘막(고정형),126.8773216,37.4786877
현대아울렛 앞,그늘막(스마트형),126.8890846,37.4775817
KCC 웰츠밸리 앞,그늘막(고정형),126.8796127,37.4838908
아트박스 앞,그늘막(스마트형),126.8881257,37.4787369
대륭포스트타워 5차 앞,그늘막(스마트형),126.8863402,37.4809756
가산디지털단지역 2번·3번출구 사이,그늘막(스마트형),126.8839177,37.4813864
정문 앞,그늘막(고정형),126.8927205,37.4745489
롯데캐들 골드파크 3차 306동 앞,그늘막(고정형),126.8982935,37.4674733
삼성디지털 앞,그늘막(고정형),126.8972545,37.4663154
금천우체국 사거리 다이소 앞,그늘막(고정형),126.897619,37.469778
안천초등학교 앞 1,그늘막(고정형),126.8885152,37.4581877
안천초등학교 앞 2,그늘막(고정형),126.8885152,37.4581877
금나래초등학교 사거리,그늘막(고정형),126.8962769,37.4581332
독산사거리 세븐일레븐 앞,그늘막(고정형),126.8977717,37.4717098
롯데캐슬 4차 앞,그늘막(고정형),126.8967995,37.4610938
301동 앞,그늘막(고정형),126.8982935,37.4674733
바른세상병원 앞,그늘막(고정형),126.8976971,37.4711727
롯데캐슬 1차 102동 앞,그늘막(고정형),126.8944606,37.4597517
롯데캐슬 2차 202동 앞,그늘막(고정형),126.8941766,37.4582394
금천다목적체육센터,그늘막(고정형),126.8941766,37.4582394
롯데 빅마켓 앞,그늘막(고정형),126.8957132,37.4705934
,그늘막(고정형),126.8968983,37.4686843
,그늘막(고정형),126.8950593,37.4577051
롯데캐슬 오피스텔 코너,그늘막(스마트형),126.8917253,37.4637708
영남더블레스 오피스텔 코너,그늘막(스마트형),126.8904071,37.4650626
도하 군인아파트 코너,그늘막(고정형),126.8973234,37.4621988
한신아파트 입구 왼편,그늘막(고정형),126.8887553,37.4568893
다이소 앞,그늘막(스마트형),126.897619,37.469778
엘리베이터 앞,그늘막(스마트형),126.8920168,37.4622822
이랜드 해가든 앞 (이설설치 2023.6.2.),그늘막(고정형),126.8928519,37.4605958
기아 독산대리점 앞 (2023.6.2 이설설치),그늘막(고정형),126.8944606,37.4597517
104동,그늘막(고정형),126.8917253,37.4637708
명품부동산 앞,그늘막(고정형),126.8967995,37.4610938
금천구 시흥대로 346,그늘막(고정형),126.8978701,37.4644516
금천구 시흥대로 368,그늘막(고정형),126.8980621,37.4662841
근린생활시설 금천구 시흥대로 314,그늘막(고정형),126.898336,37.4615951
금천구 독산로54길 102,그늘막(고정형),126.9087003,37.4664219
금천구 독산로68가길 43,그늘막(고정형),126.9080467,37.4667823
NH농협은행 앞 (2023.6.2. 이설설치),그늘막(고정형),126.8978812,37.4636389
독산사거리 스타벅스 앞,그늘막(고정형),126.8987912,37.4715872
,그늘막(고정형),126.9041138,37.4795741
"제1,2종근린생활시설,교육연구,판매",그늘막(고정형),126.9034352,37.4793911
101동,그늘막(고정형),126.899387,37.4754418
,그늘막(고정형),126.9027871,37.4710221
어반팰리스 오피스텔 앞,그늘막(고정형),126.9033134,37.4763899
신화모피 앞,그늘막(고정형),126.8988591,37.473766
스타벅스 독산사거리점 앞,그늘막(스마트형),126.8987912,37.4715872
,그늘막(고정형),126.8986567,37.4711467
,그늘막(고정형),126.8984449,37.4693681
,그늘막(고정형),126.8982916,37.4681238
,그늘막(고정형),126.9014363,37.4666475
,그늘막(고정형),126.898177,37.4666616
정심초등학교 입구 왼편,그늘막(고정형),126.9062816,37.4725817
코인노래방 앞,그늘막(스마트형),126.8983932,37.4696944
"판매시설,근린생활시설,업무시설",그늘막(고정형),126.9007973,37.4519
,그늘막(고정형),126.8990338,37.4574109
,그늘막(스마트형),126.9009882,37.455006
,그늘막(고정형),126.8979482,37.4534373
"제1,2종근린생활시설,주택,학원",그늘막(고정형),126.9003782,37.4541198
"제2종근린생활시설(다방,점포)",그늘막(고정형),126.9001127,37.4548033
,그늘막(고정형),126.9032434,37.4488765
,그늘막(고정형),126.9009882,37.455006
,그늘막(스마트형),126.9009495,37.4546032
,그늘막(고정형),126.9057943,37.452602
,그늘막(고정형),126.9016054,37.4463905
본관동,그늘막(고정형),126.8967562,37.4571243
,그늘막(고정형),126.9015564,37.4549537
,그늘막(고정형),126.9034551,37.4483899
,그늘막(고정형),126.9055166,37.4506649
금천구청역 앞 교통섬,그늘막(스마트형),126.8956155,37.4562576
금천 어울림복지관 앞,그늘막(고정형),126.8976101,37.4569969
금천구 재활용센터 코너,그늘막(고정형),126.9024092,37.4498817
금하로763 벽산중심상가 앞,그늘막(고정형),126.9145419,37.45034
GS편의점 앞,그늘막(고정형),126.9037718,37.4405269
시흥유통상가 A동 신한은행 앞,그늘막(고정형),126.9016433,37.4433312
시흥동성당 앞,그늘막(고정형),126.9040999,37.447464
석수역 보도육교 앞,그늘막(고정형),126.9035024,37.4346159
시흥유통상가 2문 입구,그늘막(고정형),126.9031978,37.4424112
핸드폰할인매장 앞,그늘막(고정형),126.9040126,37.4424211
KT핸드폰 매장 앞,그늘막(고정형),126.9062055,37.4519717
카멜리아 앞 횡단보도,그늘막(스마트형),126.9083764,37.4516288
카멜리아 앞 횡단보도,그늘막(스마트형),126.9061269,37.4510198
카멜리아 앞 횡단보도,그늘막(스마트형),126.9102272,37.4507838
네파 앞,그늘막(고정형),126.9034551,37.4483899
푸르지오아파트 후문 맞은편,그늘막(고정형),126.9045399,37.5135661
영등포본동 104-6 신길삼거리 부근(대윤병원 주변)교통섬,그늘막(고정형),126.9177697,37.5147911
공간정보산업협회옆(다이소앞횡단보도),그늘막(고정형),126.9175186,37.5127283
,그늘막(고정형),126.912886,37.5113973
타임스퀘어(홍당무앞) 교통섬,그늘막(고정형),126.9014511,37.5183438
영등포시장사거리 교통섬,그늘막(고정형),126.904592,37.5199506
영등포시장사거리 교통섬,그늘막(고정형),126.904592,37.5199506
영등포시장사거리 교통섬,그늘막(고정형),126.904592,37.5199506
영등포시장사거리 교통섬,그늘막(고정형),126.904592,37.5199506
영등포청과시장사거리(김안과앞)교통섬,그늘막(고정형),126.9013986,37.5196247
신화병원 앞,그늘막(고정형),126.9058851,37.5251687
하이서울유스호스텔앞  횡단보도,그늘막(고정형),126.9030894,37.5251135
영남교회 사거리(횡단보도),그늘막(고정형),126.9016451,37.5186151
영등포청과시장 사거리 교통섬,그늘막(고정형),126.9014014,37.5208354
영등포우체국 앞 횡단보도,그늘막(고정형),126.9059908,37.5165365
여의도해링턴타워196오피스텔 앞 횡단보도,그늘막(고정형),126.9097615,37.5192613
타임스퀘어 앞,그늘막(스마트형),126.9034934,37.5181129
영등포역 앞,그늘막(스마트형),126.9072579,37.5167843
영등포 평생학습관 앞,그늘막(고정형),126.9095355,37.5227987
서강어린이공원 앞,그늘막(고정형),126.9055652,37.5261304
여의도자이아파트 앞,그늘막(고정형),126.9291291,37.5184735
MBC방송 구사옥 앞 교통섬,그늘막(고정형),126.9298175,37.5241002
MBC방송 구사옥 앞 교통섬,그늘막(고정형),126.9298175,37.5241002
9호선 샛강역앞 교통섬,그늘막(고정형),126.9301294,37.5171397
여의동 주민센터앞 교통섬,그늘막(고정형),126.9345783,37.5176542
여의도동  1-877(국회정문1 앞 인도),그늘막(고정형),126.9174058,37.5295265
여의도동  1-877(국회정문2 앞 인도),그늘막(고정형),126.9174058,37.5295265
금산빌딩 앞 인도,그늘막(고정형),126.9165048,37.5282768
한양아파트 사거리(교통섬),그늘막(고정형),126.9325037,37.5214745
롯데캐슬아이비 사거리(교통섬),그늘막(고정형),126.9317438,37.5201948
여의도종합상가 사거리 (미성아파트 방면 횡단보도),그늘막(고정형),126.925069,37.521454
제2교육관  사거리,그늘막(스마트형),126.923739,37.5300967
제2교육관 사거리,그늘막(스마트형),126.923739,37.5300967
제2교육관 사거리,그늘막(스마트형),126.923739,37.5300967
제2교육관 사거리,그늘막(스마트형),126.923739,37.5300967
더현대서울 앞 교통섬,그늘막(고정형),126.928296,37.5260497
국회의사당 정문,그늘막(고정형),126.9153816,37.5310582
여의나루역 3번 출구 횡단보도,그늘막(고정형),126.9201835,37.52955
한양아파트앞교차로 삼익아파트 A동 앞 교통섬,그늘막(고정형),126.9342527,37.5197265
샛강역3번출구 엘리베이터 옆,그늘막(고정형),126.9304604,37.5175282
여의도공원 3번출입구 앞,그늘막(고정형),126.922483,37.5260776
여의동 주민센터 앞,그늘막(고정형),126.9339686,37.5187682
영등포청과시장사거리(강화섬쌀앞)교통섬,그늘막(고정형),126.8981032,37.5261876
김가네 앞 횡단보도,그늘막(고정형),126.8958918,37.5215911
코레일 유통 앞 횡단보도,그늘막(고정형),126.8981032,37.5261876
당산역사거리 교통섬,그늘막(고정형),126.9026157,37.5352128
당산역사거리 교통섬,그늘막(고정형),126.9026157,37.5352128
당산역사거리 교통섬,그늘막(고정형),126.9026157,37.5352128
당산역사거리 교통섬,그늘막(고정형),126.9026157,37.5352128
영등포구청사거리,그늘막(고정형),126.8968417,37.5283599
영등포구청사거리,그늘막(고정형),126.8968417,37.5283599
영등포경찰서 사거리(제2스포츠센터앞 교통섬),그늘막(고정형),126.9027386,37.5266684
101동 앞 횡단보도,그늘막(고정형),126.9030186,37.5286732
,그늘막(고정형),126.9043654,37.532938
데시앙루브오피스텔 앞 횡단보도,그늘막(고정형),126.9006548,37.5326082
도림사거리 프라나헬스앞,그늘막(고정형),126.9016908,37.5070805
영등포역 뒤쪽(영일한의원앞) 교통섬,그늘막(고정형),126.9094974,37.5118651
크라운사거리,그늘막(고정형),126.905409,37.508664
남부교육지원청 정문앞 횡단보도,그늘막(고정형),126.8955001,37.5193313
자이아파트상가횡단보도(GS25앞),그늘막(고정형),126.8967779,37.5161432
문래지구대앞사거리,그늘막(고정형),126.8976399,37.5135703
문래지구대앞사거리,그늘막(고정형),126.8976399,37.5135703
문래동3가 24 하양상회앞(교통섬),그늘막(고정형),126.9004476,37.5191137
하나은행 문래동지점 사거리,그늘막(고정형),126.8940813,37.5123987
문래동 사거리 하나로마트 앞,그늘막(고정형),126.8935353,37.5121495
문래동 아란태 산부인과 사거리,그늘막(고정형),126.8896682,37.5196317
문래동 아란태 산부인과 사거리,그늘막(고정형),126.8896682,37.5196317
영시티 N타워 앞 횡단보도,그늘막(고정형),126.8997983,37.5160886
,그늘막(고정형),126.8886694,37.5175448
,그늘막(고정형),126.890132,37.5202291
구수옥설렁탕 앞 횡단보도,그늘막(고정형),126.8942823,37.5148564
