대명칭,경도,위도
태양프라자,126.8909723,37.51979396
문래동태영데시앙,126.8974342,37.51958356
쎈트럴주유소화장실,127.0417345,37.66122502
주식회사비비안,126.8873929,37.51686776
서일빌딩,127.08201,37.51149095
인의빌딩,126.9107278,37.51044519
금천일신주유소화장실,126.9043814,37.44451703
원터빌딩,126.9004381,37.51327462
금천관악주유소화장실,126.9024138,37.43716069
맵스자산운영(주),126.9692271,37.56371241
영등포희망문화원,126.9066199,37.50871368
전기조합회관,126.9179158,37.51419553
SKY유림주유소화장실,126.9348434,37.47373334
BYC,126.9013158,37.48660107
신성빌딩,126.9224576,37.51306452
순환도로주유소화장실,126.9075118,37.480149
샌터플러스,126.8969517,37.51200936
남서울주유소화장실,126.9023057,37.46987861
장호주유소화장실,127.0858438,37.53134162
대성빌딩,126.8992821,37.49555887
시원빌딩,126.918798,37.50012572
가든타워,126.9884618,37.57711135
삼두빌딩,126.9248691,37.51245347
(주)배재학당 동관,126.972339,37.5636708
신영빌딩,126.9054129,37.5082025
홍제동주유소화장실,126.9500285,37.5835256
대한통운주유소화장실,126.918853,37.48296813
에이스빌딩개방화장실,127.0732995,37.5699673
상아빌딩,126.8961381,37.52238491
성심빌딩개방화장실,127.0216107,37.60024813
북부주유소화장실,127.0320247,37.64504945
두래상가,126.8861498,37.51657135
믿음주유소화장실,127.0268731,37.64915274
도림상가,126.8983482,37.51001285
동남주유소화장실,126.8900731,37.46675581
LG전자,126.9008306,37.50705624
청담대교주유소화장실,127.0697858,37.53874307
용마주유소화장실,127.0878852,37.55971164
기업은행,126.8982275,37.49806748
중곡현대주유소화장실,127.0790417,37.56927085
미원아파트상가,126.8861585,37.52025088
SK창전주유소화장실,126.9326977,37.54988006
현대6차아파트상가,126.8833145,37.51819306
영문빌딩,126.8928676,37.51298526
콤텍시스템,126.8969012,37.50002021
개봉주유소화장실,126.8468892,37.50193663
대림프라자,126.8962531,37.50250467
명보주유소화장실,126.8970645,37.46720572
평화주유소화장실,126.9126257,37.58200001
삼일주유소화장실,127.0912753,37.55027658
메디칼빌딩,126.8992618,37.50125784
구의동주유소화장실,127.0946386,37.53400267
성락빌딩,126.8990718,37.50099384
아프인터내셔날,126.8836501,37.52424392
부림빌딩,126.980085,37.56669789
삼성아파트상가,126.8831048,37.52422531
대명주유소화장실,127.0803578,37.54508812
삼전빌딩,126.8992028,37.49584149
문래임광그대가,126.8888069,37.5202042
홍남주유소화장실,126.9222492,37.57299288
제과고등기술학원,126.9219734,37.516
벽산마트,126.8835324,37.52241589
미검학원,126.9906632,37.56714052
동아주유소화장실,127.095018,37.54151451
대림동주유소,126.8974129,37.50129231
삼호주유소화장실,127.1036622,37.54560994
(주)선진엔지니어링종합건축사무소,126.8831179,37.52520135
코스타타워개방화장실,127.0275017,37.63916433
당산금호어울림,126.9012358,37.52853981
번동북부시장개방화장실,127.0303731,37.63631799
서울클럽,127.0038449,37.55339365
경인주유소화장실,126.9434294,37.58906291
도림신용협동조합,126.91038,37.50556935
문화촌주유소화장실,126.9484524,37.59547712
신성교회,126.8306662,37.5001078
홈플러스동대문점개방화장실,127.0386775,37.57457945
근상골든타워,126.8618994,37.49688878
안국빌딩,126.8984134,37.50107773
강평주유소화장실,127.1072824,37.54791079
주한라이프빌딩,126.8992041,37.50192335
백산주유소화장실,126.9030698,37.44966687
동국메뜨리앙,126.8899075,37.52057136
쌍문주유소화장실,127.03757,37.65408752
유원종합상가,126.8971866,37.53262145
강북메디칼센터개방화장실,127.0270085,37.6259624
삼보가든,126.9220177,37.50529933
매일경제신문사,126.9934454,37.56151828
대방동천주교회(성요셉성당),126.9208494,37.50518357
월드프라자상가,126.8861393,37.52614818
배원프리아빌딩,127.0049453,37.56588365
독산제일주유소화장실,126.9025272,37.46556494
삼영빌딩,126.8955161,37.5085063
독산고개주유소화장실,126.8992529,37.47678524
평안주유소화장실,127.0870852,37.55379095
진우빌딩,126.9097625,37.51132153
백운주유소화장실,126.8993897,37.45883397
쌍용플래티넘1단지상가,126.894753,37.50906487
광진주유소화장실,127.0774901,37.55232881
대창신용협동조합,126.899221,37.49468126
기업은행문래동지점,126.8962303,37.51414571
문화주유소화장실,126.9032928,37.44500247
메사,126.9796779,37.56045327
신영빌딩,126.9100399,37.50041426
명동센트럴빌딩,126.9852217,37.56473674
세화예식장,126.9103522,37.50500339
광호주유소화장실,126.9365839,37.58081836
사러가쇼핑센터,126.9106404,37.50606802
우성아파트,126.8999366,37.49556894
현대해상강서사옥,126.8966208,37.52746274
청한상가개방화장실,127.0326882,37.60154398
태평양생명,126.8946777,37.52527595
동일빌딩개방화장실,127.0344851,37.59976024
개포주유소화장실,127.0616011,37.48358755
외환은행,126.9178245,37.59417788
칠석주유소화장실,126.8523935,37.49761691
합도빌딩,126.9206765,37.59320153
성락교회대학선교원,126.8823227,37.50757921
광성주유소화장실,127.1240904,37.54160297
한국SGI광선회관,126.8904861,37.5025385
영남주차장,126.9025952,37.51954995
구몬수학빌딩개방화장실,126.9834921,37.56908286
우리은행영등포지점,126.9035383,37.51984511
인창빌딩개방화장실,126.9858427,37.57323381
기업은행영등포역지점,126.9057372,37.51754088
고려빌딩개방화장실,126.9747791,37.57037748
킹프라자개방화장실,127.0489845,37.65253879
2001아울렛,126.9009588,37.53384206
점보타운개방화장실,127.0499118,37.65282948
합동빌딩개방화장실,126.9205846,37.55402915
금웅빌딩,127.1328287,37.50690876
삼성생명개방화장실,126.9238407,37.55646077
대원주유소화장실,126.8561425,37.48625221
국민은행,126.917231,37.59140897
황룡주유소화장실,126.8545349,37.49704398
일중기업B동,126.9716159,37.56318122
부국증권,126.9281371,37.52182195
신목로알빌딩,126.8719627,37.53728999
신동일주유소화장실,127.0497365,37.56866373
농협,126.8625302,37.55682685
신세계백화점고객주차장,126.9055397,37.51654785
동덕빌딩개방화장실,126.9832522,37.57506028
신세계백화점,126.9056217,37.51723716
동서울터미널종합상가개방화장실,127.0942646,37.5346807
에리트빌딩,126.930081,37.51960807
대한투자신탁영등포지점,126.9048618,37.5192303
피자헛(교보점)개방화장실,126.9843816,37.57043747
삼부르네상스오피스텔,126.8540805,37.56120454
삼성본관무인자동화장실,126.9760995,37.56302613
길훈엔트런스빌,126.8546277,37.56082276
장기신용은행영등포지점,126.9042592,37.51966291
버거킹(교보점)개방화장실,126.9786851,37.57049951
하나은행,126.9308105,37.52110906
인수동주민센터,127.0105844,37.64156584
한양아파트상가,126.9007563,37.52533061
한강포스빌,126.8994269,37.53489554
하나빌딩개방화장실,127.0497205,37.65231289
상아아파트,126.9027433,37.53018851
강변샤르망1차오피스텔,126.8572525,37.55953348
옥수주유소화장실,127.0114153,37.5409762
강변샤르망3차오피스텔,126.8566182,37.55915758
그린프라자개방화장실,127.0794655,37.5997392
국민은행,126.9304703,37.52057094
청해진동태찜개방화장실,127.0935306,37.53933008
스타빌딩,126.9303274,37.52042844
태성빌딩,126.9039671,37.49325546
경인고속주유소화장실,126.8599396,37.52963634
대림한신2차아파트,126.904316,37.49464684
KFC광화문점개방화장실,126.9759752,37.5714984
신중앙예식장,126.9038963,37.51935765
오현빌딩개방화장실,127.0758099,37.55767791
센터빌딩,126.9305766,37.51918048
대부도개방화장실,127.0753535,37.55471131
하이웨이주유소화장실,126.8551692,37.55460999
썬프라자백화점,126.908128,37.49640678
해바라기주유소화장실,126.8471198,37.54921394
서울상가,126.9311024,37.52620497
현대백화점,127.0598673,37.50880211
공작상가,126.9307809,37.52601689
유니온빌딩,126.9053057,37.52143047
롯데리아 까치산역점,126.846998,37.53089006
롯데마트영등포점,126.9046041,37.5279746
신한은행개방화장실,127.0888417,37.58234932
영창빌딩,126.9329149,37.51806311
여의도the샵,126.918682,37.52596322
남원추어탕개방화장실,127.0647306,37.54267884
대성빌딩,126.9167314,37.52739157
시범상가,126.9346273,37.52053288
프라임상가개방화장실,127.0973373,37.53781165
아일렉스타워,126.9308221,37.51895972
무교동낙지나라개방화장실,127.0921998,37.53524942
신한은행영등포지점,126.9041466,37.51976761
테마프라자,126.861208,37.51573053
화신(여의도보트),126.9243582,37.53234868
기독교방송,126.8749177,37.52829901
노들나루,126.9357328,37.52878267
개봉동천주교회,126.8569302,37.49162275
세곡주유소화장실,127.1187011,37.46711753
살레시오화근로청소년회관,126.9054817,37.49371493
현대(강서)주유소화장실,126.8415777,37.54060673
장원참숯민물장어개방화장실,127.0763714,37.55676551
해돋이참치개방화장실,127.0786835,37.55718134
신한은행,126.9284983,37.52029778
옹고집개방화장실,127.0781613,37.55655814
현대아파트,126.9082086,37.49303216
(주)동서식품,126.9029328,37.48568662
세진빌딩,126.9023056,37.45140779
꾸꾸바개방화장실,127.0589115,37.57747085
시티렉스,126.896946,37.46935558
남대문시장입구1무인자동화장실,126.9761659,37.55896974
에피앙,126.8133396,37.57825136
남대문시장입구2무인자동화장실,126.9761659,37.55896974
을지로입구무인자동화장실,126.9833662,37.56565196
부자빌딩,126.8115742,37.56569752
화곡3동주민센터,126.8383655,37.54255244
한국전력공사,126.9102396,37.5172895
방화2동주민센터,126.8067342,37.5667526
신영상호신용금고,126.9300552,37.52098661
(주)KT공항지점,126.8148927,37.56146006
파라다이스유선장,126.9426811,37.52134787
에어프트비즈니스센터,126.8107541,37.56111466
경동유니온빌딩,127.0375652,37.57839512
영보빌딩,126.9018335,37.45252354
롯데백화점개방화장실,127.0460977,37.57992974
동창주유소화장실,127.0555717,37.56429174
강변샤르망2차오피스텔,126.8575834,37.55915659
사우디제1주유소화장실,127.0533262,37.56578953
화곡2동주민센터,126.8544611,37.53187269
동아빌딩,126.9119507,37.52195918
등촌지구대,126.8618966,37.54485298
숭례문무인자동화장실,126.9751832,37.55925669
에어포스빌,126.8069357,37.56356308
광진사거리무인자동화장실,127.0740963,37.54767268
(주)오일관광풍전호텔,126.9956998,37.56485654
삼덕빌딩,126.9287869,37.52221022
올리브타워,126.9729664,37.56142924
산성주유소화장실,127.1191856,37.46653775
(주)세희부,126.8759584,37.50427586
수락산당고개공중화장실,127.076544,37.66873332
터보빌딩,126.839758,37.54194298
청학산업(주),126.8754367,37.52401266
리버타워,126.9386397,37.51935183
미래에셋빌딩,126.9278527,37.51985711
신송타워상가,126.8476437,37.55856698
Family Mart,126.9267766,37.60045454
주성주유소화장실,127.0567738,37.52205675
서울빌딩,126.918896,37.59524974
대우디모빌,126.9022231,37.53329625
전국모범운전자연합회,126.8663926,37.51123329
영등포민자역사,126.9071238,37.51574015
성보빌딩,126.9018869,37.45226277
서광빌딩개방화장실,127.0225897,37.57877328
유진빌딩개방화장실,127.049687,37.65345884
삼성빌딩,126.9011442,37.53191925
옥인제일교회개방화장실,126.96476,37.58212112
양용빌딩,126.9076805,37.52839856
덕창빌딩,126.8923718,37.48896028
수서주유소화장실,127.0950508,37.48406603
종소기업은행,126.8562694,37.49114998
썬프라자리빙관,126.9080273,37.49492421
화곡현대주유소화장실,126.8412272,37.54019628
현대해상빌딩개방화장실,126.976196,37.57104505
삼웅빌딩,126.9107727,37.51809377
동아미디어센터개방화장실,126.977737,37.56952706
고촌빌딩,126.9107867,37.52279368
가양1동주민센터,126.8447313,37.56955396
명화빌딩,126.9123578,37.52153971
정릉빌딩개방화장실,127.0113943,37.60424083
홍익상가,126.9023572,37.52581661
기린빌딩개방화장실,127.0247815,37.60524226
인곡빌딩,126.8951207,37.524536
황금주유소화장실,127.1429257,37.54733452
여의도백화점,126.9269382,37.52074198
보험연수원,127.0190193,37.58666519
KB국민은행본점,126.9279872,37.52083264
공평빌딩개방화장실,126.9834246,37.57189604
동아제과학원,126.9093172,37.51704094
염창동주민센터,126.8709386,37.55383736
국민은행,126.9111464,37.51891303
로데오주유소화장실,127.046782,37.52448427
레반트아파트,126.9260219,37.60052121
우신향병원개방화장실,127.031081,37.58481183
한남빌딩,126.8958341,37.5270758
석탑빌딩개방화장실,127.0277257,37.58170175
오토조이주유소화장실,127.0563413,37.52275716
조광빌딩,126.9106076,37.52306408
SK본사개방화장실,126.9803742,37.56981535
신명빌딩,126.9114524,37.5219372
대암빌딩,126.8925054,37.48461708
동서시장개방화장실,127.0417127,37.58007191
대의빌딩,126.9020077,37.45206476
대우자동차24시정비업소,126.8964239,37.53326782
연일가스충전소화장실,126.906368,37.57361979
성원아파트상가,126.8940816,37.53372048
브릿지빌딩,126.9259776,37.52319909
태문빌딩,127.1062757,37.5053325
펀드회관,126.9263046,37.5238719
자생한방병원,127.0339562,37.52703745
하나증권,126.9236671,37.52453082
삼중가스충전소화장실,126.8983856,37.46181283
세우빌딩,126.9262661,37.53013728
동주충전소화장실,126.9288583,37.49951576
2,126.9258904,37.52999997
부옥빌딩,127.032361,37.4997986
동양증권빌딩,126.9241756,37.52380384
청실종합상가,127.0590994,37.4933145
진넥스오딧세이,127.0971287,37.54134138
삼성생명여의도빌딩,126.9274489,37.52133993
(주)엔덴실업,127.0304344,37.60768597
사회복지공동모금회,126.9752595,37.56852202
(주)아주컨설팅,126.8831732,37.52551238
산경물산주식회,126.9686906,37.55782383
성우빌딩,126.9194315,37.52851002
건대골솥뚜껑구이개방화장실,127.0692499,37.54099026
일신빌딩,126.9202475,37.52790848
수색충전소화장실,126.9015889,37.57772638
더와인아울렛,126.8960305,37.53299466
현대자동차가락지점,127.1076919,37.50418489
동화빌딩,126.9268611,37.5237906
삼성디지털프라자,127.1175476,37.50718239
신송빌딩,126.9264755,37.52362999
신흥충전소화장실,126.9003019,37.57887925
한국요꼬가와전기양평동사옥,126.8938377,37.53483502
현대토픽스,127.1131222,37.5169395
원창빌딩,126.9247658,37.52287398
갤러리아팰리스상가,127.0935121,37.51133723
교보증권,126.9246283,37.52247983
국민건강보험공단영등포북부지사,126.9244916,37.52404455
삼성아파트상가,127.0465104,37.48872646
두레빌딩,126.9269131,37.52468339
중소기업협동조합중앙회,126.9226204,37.52831661
할머니보쌈개방화장실,127.0698826,37.54095263
금산빌딩,126.9164764,37.52821169
쌍봉빌딩,127.0341443,37.52867117
주택공제조합,126.9195022,37.52778878
참나무골개방화장실,127.0661733,37.54218861
삼희익스콘벤처센터,126.9196297,37.52748623
사립학교교직원연금관리공단,126.9227509,37.52155623
연세세브란스빌딩,126.9735411,37.55725343
대한투자증권,126.9218607,37.52265133
연세봉래빌딩,126.9728319,37.5594665
바다회직판장개방화장실,127.0679861,37.54134491
신동해빌딩,126.9192589,37.52901507
지짐이개방화장실,127.0661409,37.54196441
제일정밀공업주식회사,126.9190863,37.52895778
칸토다키개방화장실,127.0664696,37.54186271
산은캐피탈,126.9219716,37.52792494
한신아파트상가,126.8884976,37.52139774
대치4동주민센터,127.057867,37.49986324
삼화인쇄(주),126.8882914,37.52207376
경영빌딩개방화장실,127.024498,37.57574675
우장산동주민센터분소,126.8431992,37.55757409
충무빌딩,126.9312071,37.51981759
미아동 주민센터,127.0269536,37.62696447
삼보빌딩,126.9213072,37.53057853
한외빌딩개방화장실,126.9815367,37.56818323
프린스텔,126.9208269,37.53001708
롯테캐슬엠파이어,126.9265582,37.52016055
동부증권,126.9275463,37.52034341
가양3동주민센터,126.8606277,37.56115206
정원빌딩,126.920485,37.52845163
장교공영(주)개방화장실,126.9870901,37.56731992
통일아파트,126.8119736,37.5683095
한양증권,126.9290938,37.52235849
씨티파크,126.9755476,37.5579566
팬택,126.9296727,37.52182334
덕명빌딩,127.0661014,37.51021117
삼성생명,126.9248698,37.52425385
사이룩스,127.1043261,37.48854728
굿모닝타워,126.9240935,37.52483312
배강빌,127.0386491,37.52342988
휴렛팩커드본사,126.9234735,37.52334063
성지하이츠,127.0359994,37.50169891
유화증권빌딩,126.9238462,37.5235802
등촌3동주민센터,126.8479578,37.55893536
유성빌딩,126.9302407,37.52138946
화곡1동주민센터분소,126.841102,37.53550121
장덕빌딩,126.919529,37.52944047
광희시장개방화장실,127.0119142,37.56874134
대산빌딩,126.9198336,37.52941129
금영빌딩,126.919829,37.52849873
따봉감자탕개방화장실,127.0688248,37.54110494
우리투자증권,126.923309,37.52430292
씨네시티,127.0370916,37.52293709
한화증권,126.9228761,37.52399114
한국관광공사개방화장실,126.9818108,37.5685472
아일렉스,126.9239329,37.52091386
공항동주민센터,126.8099826,37.55887214
대교약국,126.9329701,37.52322621
화곡4동주민센터,126.86099,37.53458137
천일빌딩,126.9122658,37.51970975
우장산동주민센터,126.8417394,37.54843457
양평역대우미래사랑,126.8871504,37.52732881
삼화빌딩,126.9786448,37.56297144
에이스태크노타워,126.8890843,37.52667949
이플개방화장실,127.0709418,37.5428094
신정빌딩,126.9199103,37.52811328
누롱소생구이전문개방화장실,127.0664292,37.54210432
서울상공회의소,126.9738177,37.56080803
현대캐피탈,126.9181851,37.52908524
대관령황소곱창구이개방화장실,127.0662998,37.54214665
춘천닭갈비개방화장실,127.0695737,37.54107765
신태진빌딩,126.9163055,37.52787756
밀러타임개방화장실,127.0687206,37.54149919
신홍차불닭개방화장실,127.0685453,37.54121112
한국수출입은행,126.923448,37.52875817
무교동낙지개방화장실,127.0686827,37.54118186
금융감독원,126.9213704,37.52299681
아이엔지센터,126.972468,37.56083382
한국투자증권,126.9223227,37.52204979
아일빌딩,126.982658,37.55717716
우체통개방화장실,127.0671726,37.54166013
한국신요평가정보(주),126.9190092,37.52914978
롯데냉동(주),126.8920156,37.52584643
서울인쇄센타,127.0037044,37.56455098
이앤씨드림팀,126.8917798,37.52684432
수화기업사,126.8932569,37.52895026
암사충전소화장실,127.1276399,37.55183432
네오클래식,126.8899258,37.52308304
삼성1동주민센터,127.0555363,37.51182392
안동사우나,126.8897224,37.52314059
삼성2동주민센터,127.0460129,37.51125742
쭈꾸미마을개방화장실,127.0733799,37.54690797
잠사회관,126.9182615,37.5265816
한국전경련회관,126.9201942,37.52227162
오양수산(주),126.9757971,37.56891369
KT여의도지점,126.9191464,37.52158082
하나로빌딩개방화장실,126.9854217,37.57201582
남중빌딩,126.9210559,37.53014431
예금보험공사개방화장실,126.9808484,37.56858508
자양오피스텔,127.0829411,37.53995746
오금가스충전소화장실,127.1316031,37.50619934
청우오토프라자,126.8924753,37.53393639
강동엘피지충전소화장실,127.0868981,37.50353654
영등포종합기계상가,126.8861169,37.52349161
도곡1동주민센터,127.0385463,37.49094035
양남시장,126.8910912,37.5228954
소암빌딩,127.0456383,37.48490964
율촌빌딩,126.9273403,37.52488783
진달래상가,127.0527068,37.49590608
중소기업진흥공단,126.9275311,37.52468266
장안주유소화장실,127.0552365,37.56456843
평안빌딩,126.8406528,37.56642939
만남의광장주유소화장실,127.0426577,37.45960655
역삼1문화센터,127.0334051,37.49538416
신동아아파트상가,126.8875578,37.52226806
역삼2문화센터,127.046783,37.49602931
옥산빌딩,127.0571822,37.50754695
한국전력(남서울지점),126.9302647,37.52748015
코엑스,127.0610074,37.51049386
보문효 사랑병원,127.022746,37.57978953
오륜빌딩,126.9272148,37.52022076
서울척병원,127.0215219,37.6013855
한국신용평가정보,126.9206301,37.53049273
라이온스빌딩개방화장실,126.986573,37.57478048
WestY빌,126.9208495,37.53026619
삼천리,126.9255561,37.52089542
유진동해장국,127.0756001,37.55444969
여의도종합상가,126.9249497,37.52145539
한국화재보험협회,126.9260246,37.52137247
중곡동성당,127.082381,37.56347401
MBC경영센터,126.9295652,37.52268467
외환은행빌딩,126.973624,37.56273091
메리츠증권,126.9284935,37.52200459
유원빌딩,126.9738902,37.56273378
한국방송공사KBS,126.9164203,37.52556529
삼성금융플라자,127.0522722,37.50592265
한국스카옷연맹,126.9165067,37.52665982
효창빌딩,127.0816989,37.51151042
대오빌딩,126.9249389,37.52272364
(주)동부화재,126.9916303,37.5647158
외환은행대교지점,126.934259,37.52102193
가양2동주민센터,126.8513211,37.56746384
미원빌딩,126.9306587,37.52147483
우송빌딩,127.0092419,37.49310682
뉴서울호텔,126.978124,37.56809632
우제빌딩,127.041355,37.47506622
대성산업,126.9926597,37.56775791
덕산빌딩,127.0448208,37.47585552
덕암빌딩,127.0144615,37.48444721
대우디오슈페리움2,126.9826579,37.48603416
파리크라상,127.0019791,37.53880039
갑목빌딩,127.0197421,37.48389179
강남세무서,127.0471278,37.51882926
한국계량측정협회,127.0110472,37.48261766
농협중앙회-용산별관,126.9648775,37.53325518
청화빌딩,127.0306759,37.48955418
대원강업,126.9727211,37.55848287
풍국빌딩,127.0423271,37.48260657
대한제지,126.983869,37.56099217
덕성빌딩,127.0011926,37.5059865
삼성생명보험(주),126.972925,37.56049846
브이알빌딩,127.0091456,37.49392983
삼성전자,127.0077056,37.55876172
고원빌딩,127.0388285,37.47973687
양원빌딩,127.0091347,37.4897971
명봉빌딩,127.0032149,37.54204836
현대자동차사옥연구센터,127.0427317,37.46446516
로얄빌딩,127.0120122,37.4837045
제일빌딩개방화장실,126.952798,37.54452477
고려빌딩,127.0134193,37.49189793
S.M빌딩,126.9996475,37.50035997
대우조선해양빌딩,126.9823092,37.56847616
한림대학교치과병원개방화장실,127.0472214,37.58276738
성모빌딩,126.9044733,37.52043789
(주)SK-telecom,126.9850959,37.56659366
영진빌딩,127.0156534,37.48657948
국민은행명동점,126.9827203,37.56475613
푸른마을상가,127.0807964,37.48402975
태석빌딩,127.0433159,37.47703071
삼우주차타워,126.9988666,37.56278317
청산빌딩,127.0195144,37.48379941
일성오피스텔,127.1363688,37.53528196
서초동현빌딩,127.0135421,37.49560948
서광빌딩,126.9979527,37.48206881
암사영양센타,127.1279857,37.55226883
남계빌딩,127.0135106,37.49583761
명화빌딩,127.1246412,37.54262238
호혜빌딩,127.0122741,37.48102893
볼보빌딩,127.0043723,37.54011213
서울빌딩,127.0090243,37.48384853
고뫄즈빌,127.009087,37.53076961
평구빌딩,127.013235,37.48812201
호정빌딩,127.0282784,37.49450907
청도빌딩,127.0371264,37.49900455
법조빌딩,127.0092565,37.49419267
중평빌딩,127.0251021,37.47054029
파고다타워빌딩,127.0262263,37.4998863
메디카빌딩,127.0050895,37.48252753
벽은빌딩,127.0244742,37.50114946
강남구청,127.0474253,37.51747566
서초리사온,127.015287,37.49341687
교정빌딩,127.0175318,37.48244596
보광빌딩,126.9812319,37.47777439
KFC(신촌점)개방화장실,126.9351939,37.55597847
서울강남우체국,127.0782183,37.49372298
개방,126.9994427,37.47936774
상계역전종합상가A동개방화장실,127.0735559,37.6614056
정민빌딩,126.9047049,37.52167297
대웅빌딩개방화장실,127.0772135,37.65213586
우신빌딩,126.9978244,37.48188117
백암빌딩,127.0245779,37.50315412
서강빌딩개방화장실,127.0717216,37.57553904
영성빌딩,126.9053073,37.52132012
조양빌딩,126.9891966,37.56261122
도림빌딩,126.9828178,37.48858688
세계빌딩,127.025816,37.49864915
서초동월드,127.0250954,37.50096583
신한국빌딩,127.013325,37.49642334
롯데리아개방화장실,126.94401,37.55691653
한국광물자원공사,126.9056182,37.48616507
단성빌딩,127.0396679,37.48460886
한국외환은행,126.9909567,37.5346731
(주)주원,126.9955785,37.56614691
강남문화센터,127.032926,37.48534565
케레스타,127.0077263,37.56880198
한국지방행정연구원,127.0092271,37.49133745
성우빌딩,127.0211491,37.48316357
솔본빌딩,127.010413,37.48974547
마포한화개방화장실,126.9454055,37.5399413
흥국생명보험(주),126.9773896,37.56125846
미래엔,127.0188254,37.51078541
흥국제선(주),126.9901115,37.56093633
두진종합건설,127.0089414,37.47907342
금구빌딩,127.009318,37.49283835
신포빌딩,127.0167827,37.49341065
유하빌딩,127.0254704,37.50160086
승원빌딩,127.0135904,37.49661827
한승빌딩,127.0260329,37.50037145
한독산학협동개방화장실,126.8888465,37.57992797
보림빌딩,127.0187852,37.48491236
양지시장상가,127.034755,37.51013561
진일빌딩,127.0114507,37.50186276
학여울역지하콤비마트,127.0719924,37.49581119
진령빌딩,127.0206513,37.51039905
서경빌딩,127.1228164,37.53022961
삼호물산빌딩B,127.0440537,37.47744671
오석빌딩,127.1351072,37.53469882
은호빌딩,127.1425954,37.54393919
큐브플러스,127.0141934,37.48809415
정주빌딩,126.9971498,37.4817497
전국버스운송사업조합연합회,126.9996979,37.47791428
삼성생명 서초타워,127.0257647,37.49666266
신한은행,126.9942292,37.48726623
서초고속버스터미널,127.0071934,37.50527698
화인홍제빌딩개방화장실,126.9464667,37.58624416
금강빌딩,127.0251723,37.50172619
좋은책사옥,126.9831778,37.49539841
교보타워,127.0241321,37.50395267
동양덱스빌,127.1282041,37.55028243
서초구운,127.0076927,37.48644861
501타워,127.1281525,37.5509882
동작경찰서,126.9427836,37.51322071
응암시장개방화장실,126.9186683,37.59438098
한국금융안전빌딩,126.9101488,37.48687162
보은빌딩,127.0360585,37.48308897
고덕빌딩,127.0098369,37.49278498
한국교과서연구재단빌딩,127.0210731,37.51063444
강남구립국제교육원,127.0421874,37.51643849
청남빌딩,127.0288888,37.49412558
강남소방서수서파출소,127.0928342,37.48496983
단국빌딩,127.0070223,37.53517842
서초동INFINITY자동차매장,127.0112642,37.48523211
여선교회관,127.0115562,37.53518214
금성빌딩,126.9282877,37.49757536
충정타워개방화장실,126.9642281,37.5599585
부광약품(주),126.9212011,37.50008968
리젠트화재개방화장실,126.9644349,37.56204211
에덴빌딩,127.0126883,37.48829315
대우재단빌딩,126.9751958,37.55662759
경원빌딩,127.0137269,37.49469338
홍익빌딩,127.1361715,37.53437728
제약회관,127.0016179,37.48243466
선린빌딩,127.1392918,37.53501237
SC제일은행,126.9803796,37.56109796
상록미래통신연구소,127.0194937,37.48950743
STX남산타워,126.9748246,37.55405304
락락빌딩,127.0280091,37.47641409
기독교대한감리회유지재단,126.9792312,37.56076107
수암빌딩,126.9999265,37.47459799
삼성미술관-고미술관,126.9989942,37.53868809
대한법률구조공단,127.0114407,37.49459896
(재)원불교유문빌딩,126.9827186,37.48671067
가야병원,126.9923138,37.48900128
동원산업,127.0439426,37.47768699
24시뼈다귀탕,127.1266754,37.5467491
배원빌딩,126.98534,37.4981618
일흥 스포렉스,127.0036252,37.48305396
서초동대림빌딩,127.0185325,37.4942031
LS용산타워,126.9741716,37.5334277
단성빌딩,127.0386828,37.4846197
신영빌딩,127.0129873,37.48770826
일홍빌딩,127.0091511,37.49020721
르네상스오피스텔,127.0143206,37.48791899
산맥빌딩,126.9243145,37.49965888
현대백화점본관개방화장실,126.9358617,37.55597886
순만빌딩,126.9448601,37.51408001
안흥빌딩,127.1078917,37.50509305
삼호물산빌딩A,127.0444413,37.47715832
정우상가맨션개방화장실,126.9472868,37.54247334
대한건축사협회,127.0187835,37.48595952
진영제2빌딩개방화장실,126.9160815,37.56090404
신성빌딩,127.1079826,37.51425754
대림빌딩,127.0147747,37.49533539
기종빌딩,126.9940118,37.56202645
한국엔지니어링기술진흥회관,126.9864111,37.47734726
남정개발주식회사,126.9781615,37.55981005
화령빌딩,127.0136642,37.49539939
리더스빌딩,127.014509,37.48737696
우리빌딩,127.0182379,37.51391132
중앙빌딩,127.0115275,37.49352502
정안빌딩,127.1232264,37.49986771
한신휴플러스,126.9826674,37.48648615
그랜드프라자개방화장실,127.0771111,37.65090189
성림빌딩,126.9074485,37.52555021
파레제페빌딩개방화장실,126.9227739,37.61778584
새마을교통회관,127.1055031,37.51577151
서부동산교회개방화장실,126.9044124,37.5817405
한국광고문화회관,127.0996516,37.51588097
알리안츠생명,126.9461505,37.51332212
두레박개방화장실,126.9382293,37.55801153
서림빌딩,126.9723196,37.48458756
현풍박소선할매집,127.016271,37.49402202
동주빌딩,126.9824526,37.48422435
린나이빌딩개방화장실,126.9274564,37.55945788
코오롱포레스텔,126.9287697,37.52021793
지오개방화장실,127.0784303,37.55666741
서린빌딩,126.9291397,37.51985709
우리은행홍제동지점,126.9453325,37.59166842
노량진센타빌딩,126.9433462,37.51334776
이화인비따레개방화장실,126.9469743,37.55728635
(주)농심,126.9196071,37.49723909
종근당빌딩개방화장실,126.9632968,37.55971195
남강샌터빌(주),126.9482758,37.5127667
